Date,AD,AE,AF,AG,AI,AL,AM,AO,AR,AS,AT,AU,AW,AZ,BA,BAT,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FR,GA,GB,GD,GE,GF,GG,GH,GI,GM,GN,GP,GQ,GR,GS,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
2019-03-26T15:59:52.917Z,43,2455,22,23,15,21,7,9,165,4,2658,18356,5,14,20,13,74,23,4863,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10472,10,2,2,6127,8,157,5,522,141,44,14,5,6,1360,934,19631,1,2730,4,17,13,51,114,161,21,2,24245,35,1224,23,29,4,42805,12,5506248,17,24,40,1032,43,4432,15,4,14,2,1655,7,21,3,11,3036,9,103,2,447,227,9195,393,1165,386,7,24,19,124,5596,1394,51,76,1421,267,6,85,3,2,19,32,220,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,904,76,11,56,311,495,23,24,20,4,81,13,9456,1729,34,3,6803,158,30,111,16,8,216,72,930,6,3,24,2661,2,6,344,44,302,56,156,34,174,6,20,20,3743,2149,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23465,197,124,68,12,51,85,308,79,24,6,14,12,4,2179,52,89
2019-03-26T16:04:56.647Z,43,2456,22,23,15,21,7,9,165,4,2658,18356,5,14,20,13,74,23,4863,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10472,10,2,2,6128,8,158,5,522,141,44,14,5,6,1360,934,19633,1,2731,4,17,13,51,115,161,21,2,24248,35,1224,23,29,4,42817,12,5506766,17,24,40,1032,43,4433,15,4,14,2,1655,7,21,3,11,3036,9,103,2,447,227,9196,393,1165,386,7,24,19,124,5597,1394,51,76,1421,267,6,85,3,2,19,32,220,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,904,76,11,56,311,495,23,25,20,4,81,13,9457,1729,34,3,6803,158,30,111,16,8,216,72,931,6,3,24,2661,2,6,344,44,302,56,156,34,174,6,20,20,3743,2149,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23472,197,124,68,12,51,85,308,79,24,6,14,12,4,2180,52,89
2019-03-26T16:10:00.970Z,43,2456,22,23,16,21,7,9,165,4,2659,18356,5,14,20,13,74,23,4863,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10474,10,2,2,6130,8,158,5,522,141,44,14,5,6,1361,934,19634,1,2733,4,17,13,51,115,161,21,2,24250,35,1224,23,29,4,42831,12,5507321,17,24,40,1032,43,4433,15,4,14,2,1655,7,21,3,11,3036,9,103,2,447,227,9198,393,1165,386,7,24,19,124,5598,1395,51,76,1422,267,6,85,3,2,19,32,220,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,904,76,11,56,311,495,23,25,20,4,81,13,9457,1730,34,3,6803,158,30,111,16,8,216,72,931,6,3,24,2661,2,6,344,44,302,56,156,34,174,6,20,20,3744,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23476,197,124,68,12,51,85,308,79,24,6,14,12,4,2181,52,89
2019-03-26T16:14:55.443Z,43,2456,22,23,16,21,7,9,165,4,2660,18356,5,14,20,13,74,23,4865,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10475,10,2,2,6131,8,158,5,522,141,44,14,5,6,1361,934,19638,1,2733,4,17,13,51,115,161,21,2,24255,35,1225,23,29,4,42841,12,5507902,17,24,40,1032,43,4433,15,4,14,2,1655,7,21,3,11,3036,9,104,2,447,227,9198,393,1165,386,7,24,19,124,5599,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,904,76,11,56,311,495,23,25,20,4,81,13,9458,1730,34,3,6803,158,30,111,16,8,216,72,932,6,3,24,2661,2,6,344,44,303,56,156,34,174,6,20,20,3744,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23479,197,124,68,12,51,85,308,79,24,6,14,12,4,2182,52,90
2019-03-26T16:19:59.095Z,43,2456,22,23,16,21,7,9,165,4,2661,18356,5,14,20,13,74,23,4867,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10476,10,2,2,6132,8,158,5,522,141,44,14,5,6,1361,935,19644,1,2734,4,17,13,51,115,161,21,2,24257,35,1225,23,29,4,42851,12,5508476,17,24,40,1032,43,4434,15,4,14,2,1655,7,21,3,11,3036,9,104,2,447,228,9200,394,1165,386,7,24,19,124,5601,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,904,76,11,56,311,495,23,25,20,4,81,13,9458,1730,34,3,6803,158,30,111,16,8,216,72,932,6,3,24,2661,2,6,344,44,303,56,156,34,174,6,20,20,3745,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23481,197,124,68,12,51,85,308,79,24,6,14,12,4,2183,52,90
2019-03-26T16:24:52.327Z,43,2456,22,23,16,21,7,9,165,4,2662,18357,5,14,20,14,74,23,4867,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10477,10,2,2,6133,8,158,5,522,141,44,14,5,6,1361,935,19646,1,2735,4,17,13,51,115,161,21,2,24259,35,1225,23,29,4,42856,12,5508996,17,24,40,1032,43,4436,15,4,14,2,1656,7,21,3,11,3036,9,104,2,447,228,9205,394,1166,386,7,24,19,124,5603,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1610,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,905,76,11,56,311,495,23,25,20,4,81,13,9458,1730,34,3,6803,158,30,111,16,8,216,72,933,6,3,24,2662,2,6,344,44,303,56,156,34,174,6,20,20,3745,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23485,197,124,68,12,51,85,308,79,24,6,14,12,4,2184,52,90
2019-03-26T16:29:57.705Z,43,2456,22,23,16,21,7,9,165,4,2662,18357,5,14,20,14,74,23,4867,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10477,10,2,2,6133,8,158,5,522,141,44,14,5,6,1361,935,19649,1,2735,4,17,13,51,115,161,21,2,24265,35,1226,23,29,4,42863,12,5509572,17,24,40,1032,43,4436,15,4,14,2,1656,7,21,3,11,3036,9,104,2,447,228,9205,394,1166,387,7,24,19,124,5608,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1611,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,905,76,11,56,311,495,23,25,20,4,81,13,9459,1730,34,3,6803,158,30,111,16,8,216,72,933,6,3,24,2663,2,6,344,44,303,56,156,34,174,6,20,20,3745,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,360,87,107,189,84,100,102,23488,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:34:51.832Z,43,2456,22,23,16,21,7,9,165,4,2662,18357,5,14,20,14,74,23,4867,5,523,145,5,4,17,410,57,22,6,415,40,4,40,8,19,10480,10,2,2,6135,8,158,5,522,141,44,14,5,6,1361,935,19649,1,2735,4,17,13,51,115,161,21,2,24270,35,1226,23,29,4,42872,12,5510097,17,24,40,1032,43,4437,15,4,14,2,1656,7,21,3,11,3037,9,104,2,447,228,9205,394,1166,387,7,24,19,124,5608,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1611,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,905,76,11,56,311,495,23,25,20,4,81,13,9460,1730,34,3,6804,158,30,111,16,8,216,72,933,6,3,24,2663,2,6,345,44,303,56,156,34,174,6,20,20,3746,2150,24,111,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,107,189,84,100,102,23494,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:39:54.411Z,43,2457,22,23,16,21,7,9,165,4,2662,18357,5,14,21,14,74,23,4867,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10482,10,2,2,6135,8,158,5,522,141,44,14,5,6,1361,935,19653,1,2735,4,17,13,51,115,161,21,2,24273,35,1227,23,29,4,42883,12,5510648,17,24,40,1033,43,4438,15,4,14,2,1657,7,21,3,11,3038,9,104,2,447,228,9207,394,1166,387,7,24,19,124,5608,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1611,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,907,76,11,56,311,495,23,25,20,4,81,13,9463,1730,34,3,6804,158,30,111,16,8,216,72,933,6,3,24,2664,2,6,345,44,303,56,156,34,174,6,20,20,3746,2150,24,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,107,189,84,100,102,23502,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:44:57.623Z,43,2457,22,23,16,21,7,9,165,4,2662,18357,5,14,21,14,74,23,4867,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10482,10,2,2,6136,8,158,5,522,141,44,14,5,6,1362,936,19658,1,2735,4,17,13,51,115,161,21,2,24273,35,1227,23,30,4,42889,12,5511224,17,24,40,1033,43,4439,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9213,394,1166,388,7,24,19,124,5609,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,15,27,11,3,15,907,76,11,56,311,495,23,25,20,4,81,13,9465,1730,34,3,6804,158,30,111,16,8,216,72,933,6,3,24,2664,2,6,345,44,303,56,156,34,174,6,20,20,3748,2151,24,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,107,189,84,100,102,23505,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:50:00.809Z,43,2458,22,23,16,21,7,9,165,4,2662,18357,5,14,21,14,74,23,4867,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10484,10,2,2,6138,8,158,5,522,141,44,14,5,6,1362,937,19659,1,2736,4,17,13,51,115,161,21,2,24275,35,1228,23,30,4,42898,12,5511785,17,24,40,1033,43,4440,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9213,394,1166,389,7,24,19,124,5610,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,907,76,11,56,311,495,23,25,20,4,81,13,9465,1730,34,3,6804,158,30,111,16,8,216,72,933,6,3,24,2664,2,6,345,44,303,56,156,34,174,6,20,20,3749,2151,24,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,107,189,84,100,102,23509,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:54:53.792Z,43,2458,22,23,16,21,7,9,165,4,2663,18357,5,14,21,14,74,23,4867,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10486,10,2,2,6138,8,158,5,522,141,44,14,5,6,1362,937,19661,1,2736,4,17,13,51,115,162,21,2,24280,35,1228,23,30,4,42904,12,5512352,17,24,40,1033,43,4441,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9214,394,1166,389,7,24,19,124,5612,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,907,76,11,56,311,495,23,25,20,4,81,13,9466,1730,34,3,6804,158,30,111,16,8,216,72,934,6,3,24,2664,2,6,345,44,303,56,156,34,174,6,20,20,3749,2151,24,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,107,189,84,100,102,23512,197,124,68,12,51,85,308,79,24,6,14,12,4,2185,52,90
2019-03-26T16:59:56.907Z,43,2458,22,23,16,21,7,9,165,4,2663,18357,5,14,21,14,74,23,4869,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10487,10,2,2,6138,8,158,5,522,141,44,14,5,6,1362,937,19665,1,2737,4,17,13,51,115,162,21,2,24285,35,1228,23,30,4,42913,12,5512952,17,24,40,1033,43,4445,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9215,394,1166,390,7,24,19,124,5613,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9468,1730,34,3,6804,158,30,111,16,8,216,72,934,6,3,24,2664,2,6,345,44,303,56,156,34,174,6,20,20,3749,2151,24,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,108,189,85,100,102,23515,197,124,68,12,51,85,308,79,24,6,14,12,4,2187,52,90
2019-03-26T17:05:00.583Z,43,2458,22,23,16,21,7,9,165,4,2664,18357,5,14,21,14,74,23,4869,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10488,10,2,2,6140,8,158,5,522,141,44,14,5,6,1362,937,19667,1,2737,4,17,13,51,115,162,21,2,24291,35,1228,23,30,4,42921,12,5513580,17,24,40,1033,43,4446,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9215,394,1166,390,7,24,19,124,5614,1395,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9469,1730,34,3,6804,158,30,111,16,8,216,72,934,6,3,24,2664,2,6,346,44,304,56,156,34,174,6,20,20,3750,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,108,189,86,100,102,23519,197,124,68,12,51,85,309,79,24,6,14,12,4,2188,52,90
2019-03-26T17:09:53.334Z,43,2458,22,23,16,21,7,9,165,4,2664,18357,5,14,21,14,74,23,4869,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10493,10,2,2,6140,8,158,5,522,141,44,14,5,6,1362,937,19673,1,2737,4,17,13,51,115,162,21,2,24292,35,1229,23,30,4,42929,12,5514122,17,24,40,1033,43,4446,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9216,394,1166,391,7,24,19,124,5615,1396,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9470,1730,34,3,6804,158,30,111,16,8,216,72,934,6,3,24,2664,2,6,346,44,304,56,156,34,174,6,20,20,3751,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,361,87,108,189,86,100,102,23521,197,124,68,12,51,85,309,79,24,6,14,12,4,2188,52,90
2019-03-26T17:14:57.196Z,43,2458,22,23,16,21,7,9,165,4,2667,18359,5,14,21,14,74,23,4870,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10493,10,2,2,6141,8,158,5,522,141,44,14,5,6,1362,937,19677,1,2737,4,17,13,51,115,162,21,2,24297,35,1230,23,30,4,42942,12,5514722,17,24,40,1033,43,4447,15,4,14,2,1657,7,21,3,11,3038,9,104,2,448,228,9216,394,1166,392,7,24,19,124,5617,1396,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9470,1731,34,3,6804,158,30,111,16,8,216,72,935,6,3,24,2664,2,6,346,44,304,56,156,34,174,6,20,20,3751,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23527,197,124,68,12,51,85,309,79,24,6,14,12,4,2189,52,90
2019-03-26T17:20:01.561Z,43,2459,22,23,16,21,7,9,165,4,2668,18359,5,14,21,14,74,23,4870,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10496,10,2,2,6142,8,158,5,522,141,44,14,5,6,1363,937,19677,1,2737,4,17,13,51,115,162,21,2,24298,35,1230,23,30,4,42954,12,5515325,17,24,40,1033,43,4447,15,4,14,2,1659,7,21,3,11,3038,9,104,2,448,228,9217,394,1166,393,7,24,19,124,5617,1396,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9473,1731,34,3,6805,158,30,111,16,8,216,72,935,6,3,24,2666,2,6,346,44,304,56,156,34,174,6,20,20,3751,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23530,197,124,68,12,51,85,309,79,24,6,14,12,4,2189,52,90
2019-03-26T17:24:56.748Z,43,2459,22,23,16,21,7,9,165,4,2668,18359,5,14,21,14,74,23,4870,5,523,145,5,4,17,411,57,22,6,416,40,4,40,8,19,10497,10,2,2,6142,8,158,5,522,141,44,14,5,6,1363,937,19679,1,2737,4,17,13,51,115,162,21,2,24299,35,1230,23,30,4,42957,12,5515894,17,24,40,1034,43,4448,15,4,14,2,1660,7,21,3,11,3038,9,104,2,449,228,9219,394,1167,393,7,24,19,124,5618,1396,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9474,1731,34,3,6806,158,30,112,16,8,216,72,935,6,3,24,2666,2,6,346,44,304,56,156,34,174,6,20,20,3753,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23533,197,124,68,12,51,85,309,79,24,6,14,12,4,2189,52,90
2019-03-26T17:30:00.531Z,43,2459,22,23,16,21,7,9,165,4,2668,18360,5,14,21,14,74,23,4872,5,523,145,5,4,17,412,57,22,6,416,40,4,40,8,19,10501,10,2,2,6144,8,159,5,522,141,44,14,5,6,1363,937,19684,1,2737,4,17,13,51,115,162,21,2,24303,35,1230,23,30,4,42964,12,5516532,17,24,40,1034,43,4449,15,4,14,2,1660,7,21,3,11,3038,9,104,2,449,228,9220,394,1167,393,7,24,19,124,5621,1397,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9474,1731,34,3,6809,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,346,44,304,56,156,34,174,6,20,20,3753,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23538,197,124,68,12,51,85,309,79,24,6,14,12,4,2189,52,90
2019-03-26T17:34:53.574Z,43,2459,22,23,16,21,7,9,165,4,2668,18360,5,14,21,14,74,23,4875,5,523,145,5,4,17,413,57,22,6,417,40,4,40,8,19,10502,10,2,2,6144,8,159,5,522,141,44,14,5,6,1363,937,19685,1,2737,4,17,13,51,115,162,21,2,24307,35,1230,23,30,4,42972,12,5517119,17,24,40,1034,43,4450,15,4,14,2,1660,7,21,3,11,3038,9,104,2,450,228,9221,395,1169,393,7,24,19,124,5624,1397,51,76,1422,267,6,85,3,2,19,32,221,70,193,24,33,100,29,8,86,4,4,76,1612,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9478,1731,34,3,6810,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,346,44,304,56,156,34,174,6,20,20,3753,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23543,197,124,68,12,51,85,309,79,24,6,14,12,4,2189,52,90
2019-03-26T17:39:56.786Z,43,2459,22,23,16,21,7,9,165,4,2668,18360,5,14,21,14,74,23,4877,5,523,145,5,4,17,413,57,23,6,417,40,4,40,8,19,10502,10,2,2,6144,8,159,5,522,141,44,14,5,6,1363,937,19689,1,2738,4,17,13,51,115,162,21,2,24314,35,1230,23,30,4,42980,12,5517705,17,24,40,1034,44,4450,15,4,14,2,1660,7,21,3,11,3038,9,104,2,450,228,9221,395,1169,393,7,24,19,124,5624,1399,51,76,1422,267,6,85,3,2,19,32,221,71,193,24,33,100,29,8,86,4,4,76,1613,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9478,1731,34,3,6811,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,346,44,305,56,156,34,174,6,20,20,3755,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23546,197,124,68,12,51,85,309,79,24,6,14,13,4,2190,52,90
2019-03-26T17:45:00.291Z,43,2459,22,23,16,21,7,9,165,4,2668,18361,5,14,21,14,74,23,4877,5,524,145,5,4,17,413,57,23,6,417,40,4,40,8,19,10503,10,2,2,6144,8,159,5,522,141,44,14,5,6,1363,937,19691,1,2738,4,17,13,51,115,162,21,2,24318,35,1230,23,30,4,42984,12,5518379,17,24,40,1034,44,4451,15,4,14,2,1660,7,21,3,11,3038,9,104,2,450,228,9222,395,1169,393,7,24,19,124,5625,1399,51,76,1422,267,6,85,3,2,19,32,221,71,193,24,33,100,29,8,86,4,4,76,1613,82,10,53,144,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9478,1732,34,3,6811,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,347,44,305,56,156,34,174,6,20,20,3755,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23550,197,124,68,12,51,85,309,79,24,6,14,13,4,2190,52,90
2019-03-26T17:49:55.097Z,43,2459,22,23,16,21,7,9,165,4,2668,18361,5,14,21,14,74,23,4877,5,524,145,5,4,17,413,57,23,6,417,40,4,40,8,19,10503,10,2,2,6146,8,159,5,522,141,44,14,5,6,1363,937,19698,1,2739,4,17,13,51,115,162,21,2,24322,35,1230,23,30,4,42991,12,5519153,17,24,40,1034,44,4451,15,4,14,2,1660,7,21,3,11,3038,9,104,2,450,228,9224,395,1169,393,7,24,19,124,5626,1400,51,76,1422,267,6,85,3,2,19,32,221,71,193,24,33,100,29,8,86,4,4,76,1613,82,10,53,145,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9479,1732,34,3,6812,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,347,44,305,56,156,34,174,6,20,20,3756,2151,25,112,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23554,198,124,68,12,51,85,309,79,24,6,14,13,4,2190,52,90
2019-03-26T17:54:59.089Z,43,2459,22,23,16,21,7,9,165,4,2668,18361,5,14,21,14,74,23,4877,5,524,145,5,4,17,413,57,23,6,417,40,4,40,8,19,10506,10,2,2,6146,8,159,5,522,141,44,14,5,6,1363,937,19704,1,2739,4,17,13,51,115,162,21,2,24327,35,1230,23,30,4,42999,12,5519992,17,24,40,1036,44,4453,15,4,14,2,1661,7,21,3,11,3038,9,104,2,450,228,9225,395,1169,393,7,24,19,124,5629,1400,51,76,1422,267,6,85,3,2,19,32,221,71,193,24,33,100,29,8,86,4,4,76,1613,82,10,53,145,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9480,1732,34,3,6812,158,30,112,16,8,216,72,936,6,3,24,2667,2,6,347,44,305,56,156,34,174,6,20,20,3756,2151,25,113,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23557,198,124,68,12,51,85,309,79,24,6,14,13,4,2190,52,90
2019-03-26T18:00:01.878Z,43,2459,22,23,16,21,7,9,165,4,2668,18361,5,14,21,14,74,23,4877,5,524,145,5,4,17,413,57,23,6,417,40,4,40,8,19,10507,10,2,2,6147,8,159,5,522,141,44,14,5,6,1363,937,19708,1,2739,4,17,13,51,115,162,21,2,24329,35,1230,23,30,4,43006,12,5520702,17,24,40,1036,44,4454,15,4,14,2,1661,7,21,3,11,3038,9,104,2,451,228,9225,395,1169,393,7,24,19,124,5630,1401,51,76,1422,267,6,85,3,2,19,32,221,71,194,24,33,100,29,8,86,4,4,76,1615,82,10,53,145,9,11,15,12,3,17,4,48,16,27,11,3,15,908,76,11,56,311,495,23,25,20,4,81,13,9482,1732,34,3,6812,159,30,112,16,8,216,72,937,6,3,24,2667,2,6,348,44,305,56,157,34,174,6,20,20,3757,2151,26,113,182,10,9,18,8,4,13,7,9,22,13,14,54,4,15,1037,8,13,9,31,10,362,87,108,189,86,101,102,23562,198,124,68,12,51,85,309,79,24,6,14,13,4,2193,52,90
