HJD,dmag,err
5801.67439,1.8295,0.0354
5801.68882,1.9441,0.0367
5801.70165,1.7754,0.046
5802.51898,1.8731,0.03
5802.54483,1.9111,0.0292
5802.56046,1.8028,0.0316
5802.57581,1.8731,0.03
5802.58855,1.9194,0.029
5802.64021,1.94,0.0286
5803.50572,1.8072,0.0269
5803.52124,1.8339,0.0309
5803.5341,1.8645,0.0302
5803.58795,1.9028,0.0294
5803.60547,1.8985,0.0295
5804.47584,1.8207,0.0267
5804.5008,1.8117,0.0269
5804.52721,1.8251,0.0266
5804.54,1.8558,0.026
5804.55269,1.8558,0.026
5804.56548,1.8162,0.0268
5804.58048,1.8162,0.0268
5804.5932,1.8072,0.0269
5804.60583,1.8117,0.0269
5804.61824,1.8943,0.0253
5804.63106,1.8383,0.0264
5804.64376,1.8427,0.0307
5804.65751,1.8859,0.0382
5804.67521,1.8731,0.03
5804.68772,1.8515,0.0261
5805.48595,1.7754,0.023
5805.49851,1.7892,0.0228
5805.52624,1.8117,0.0269
5805.5392,1.78,0.0275
5805.55184,1.7846,0.0228
5805.56459,1.7892,0.0273
5805.57718,1.8117,0.0224
5805.58973,1.8427,0.0263
5805.60563,1.8295,0.0265
5805.62056,1.8207,0.0267
5805.63603,1.7982,0.0316
5805.65402,1.7616,0.0325
5805.67591,1.8251,0.0355
5806.49167,1.6704,0.0347
5806.51983,1.8117,0.0313
5806.53449,1.7708,0.0323
5806.54903,1.8645,0.0302
5806.59024,1.8207,0.0311
5806.61945,1.7708,0.0277
5807.54569,1.7982,0.0316
5807.56015,1.7192,0.0335
5807.57436,1.7708,0.0323
5807.58727,1.7569,0.0373
5807.60241,1.7708,0.0323
5807.61691,1.6852,0.0393
5807.62956,1.7429,0.0329
5807.64221,1.78,0.0321
5807.65469,1.5991,0.0418
5812.4925,1.5183,0.0556
5812.50529,1.5727,0.0427
5812.5183,1.5294,0.0441
5812.53277,1.7616,0.0371
5812.54562,1.6999,0.0388
5812.55845,1.6655,0.0448
5812.57202,1.6704,0.0397
5812.58497,1.5939,0.0367
5812.59911,1.6096,0.0415
5812.61195,1.5403,0.0492
5812.62748,1.6555,0.0401
5812.64026,1.5781,0.0425
5812.65321,1.6999,0.0388
5812.66307,1.7335,0.0711
5813.46815,1.4788,0.0744
5813.49847,1.5939,0.0315
5813.5154,1.562,0.0322
5813.53006,1.7096,0.0338
5813.54463,1.6199,0.0309
5813.55746,1.7239,0.0286
5813.57025,1.7335,0.0284
5813.58293,1.625,0.0308
5813.59565,1.6403,0.0304
5813.60809,1.6199,0.0309
5813.62072,1.5834,0.0317
5813.63344,1.6302,0.0307
5813.64596,1.6704,0.0298
5813.65759,1.6605,0.03
5815.47179,1.6403,0.0507
5815.49506,1.5458,0.0381
5815.51275,1.5834,0.0317
5815.52542,1.5403,0.0328
5815.53826,1.4959,0.0339
5815.5512,1.5939,0.0315
5815.56385,1.5512,0.0325
5815.58575,1.5349,0.0274
5815.59846,1.4788,0.0343
5815.61104,1.5294,0.0331
5815.62362,1.444,0.0353
5815.63622,1.5239,0.0332
5815.64893,1.5071,0.0336
5815.66002,1.5239,0.0332
5816.47308,1.5566,0.0432
5816.49676,1.5071,0.0336
5816.50951,1.4381,0.0354
5816.5314,1.5727,0.0373
5816.54422,1.4788,0.0401
5816.55696,1.6352,0.0306
5816.56958,1.5674,0.0321
5816.58255,1.5294,0.0331
5816.59518,1.5349,0.0329
5816.60791,1.5674,0.0375
5816.62056,1.6605,0.035
5816.63544,1.5458,0.0435
5817.4758,1.4902,0.0454
5817.49796,1.4731,0.0345
5817.51071,1.5403,0.0328
5817.53262,1.5127,0.0335
5817.54522,1.5239,0.0332
5817.55798,1.4083,0.0363
5817.57057,1.5674,0.0375
5817.58442,1.4845,0.0399
5817.59714,1.5939,0.0367
5817.60964,1.4902,0.0397
5817.62225,1.444,0.0411
5817.63613,1.6655,0.0398
5817.65041,1.562,0.043
5818.47715,1.4143,0.0662
5818.50154,1.4731,0.0345
5818.51408,1.5015,0.0394
5818.52664,1.3961,0.0427
5818.53941,1.5183,0.0389
5818.55216,1.4557,0.0408
5818.56471,1.5239,0.0387
5818.57739,1.6754,0.0346
5818.59054,1.4731,0.046
5818.60399,1.4959,0.0452
5818.61787,1.444,0.0529
5818.63222,1.4083,0.0604
5819.4772,1.5886,0.0422
5819.48978,1.5403,0.0383
5819.51369,1.4731,0.0345
5819.53534,1.5834,0.0317
5819.54808,1.562,0.0322
5819.56055,1.4788,0.0401
5819.57299,1.5349,0.0329
5819.58557,1.5834,0.0317
5819.59823,1.5349,0.0329
5819.61228,1.4381,0.0354
5819.62486,1.5239,0.0332
5819.63812,1.5183,0.0389
5819.65077,1.4557,0.0408
5820.47784,1.359,0.0628
5820.49139,1.4959,0.0452
5820.50404,1.5781,0.0425
5820.51666,1.5727,0.0373
5820.53847,1.3961,0.0427
5820.55103,1.5015,0.0338
5820.5637,1.562,0.0376
5820.57618,1.5674,0.0375
5820.58881,1.5991,0.0314
5820.60156,1.5403,0.0383
5820.6141,1.5127,0.0391
5820.62662,1.4557,0.0466
5820.63945,1.4083,0.0483
5820.65035,1.5566,0.0432
5822.50056,1.268,0.0607
5822.55086,1.5349,0.0384
5822.59625,1.4022,0.0425
5823.47776,1.3527,0.0757
5823.5277,1.4902,0.0454
5823.57107,1.4022,0.0425
5823.61483,1.3715,0.0497
5824.49527,1.39,0.049
5824.55116,1.359,0.0377
5824.59027,1.3839,0.0431
5824.62881,1.5239,0.0387
5825.50984,1.5349,0.0384
5825.56771,1.3143,0.0455
5825.61411,1.3336,0.0512
5826.49083,1.3777,0.0433
5826.5396,1.4902,0.0397
5826.57821,1.444,0.047
5827.47921,1.1987,0.0854
5827.51688,1.5015,0.045
5827.55497,1.5349,0.0384
5827.5973,1.3652,0.05
5828.47886,1.4902,0.0454
5828.53041,1.4083,0.0363
5828.56819,1.3012,0.046
5828.6057,1.5015,0.0338
5829.49416,1.3652,0.0437
5829.54107,1.4381,0.0354
5829.57905,1.3777,0.0371
5829.61718,1.5239,0.0387
5830.51615,1.2269,0.0418
5830.55411,1.3777,0.0433
5830.59225,1.3143,0.052
5831.51524,1.3336,0.0384
5831.55287,1.34,0.0382
5831.59019,1.444,0.0353
5832.48027,1.1916,0.0501
5832.53625,1.3012,0.0394
5832.57753,1.2544,0.0545
5833.48267,1.3652,0.05
5833.5342,1.2476,0.0411
5833.57388,1.2476,0.0479
5834.48302,1.288,0.0464
5834.5334,1.2544,0.0409
5834.57125,1.2058,0.0495
5835.51437,1.3012,0.0591
5835.55812,1.2199,0.063
5836.51697,1.3777,0.0557
5839.51164,1.0949,0.0618
5839.54901,1.0716,0.063
5839.58523,1.2946,0.0594
5840.4948,1.2946,0.0528
5840.54712,1.1026,0.0538
5840.59574,1.1103,0.0611
5841.49596,1.0636,0.0713
5841.53543,1.2129,0.0563
5841.57913,1.133,0.06
5842.483,0.686,0.1729
5842.542,1.1916,0.0644
5842.58413,1.1553,0.0663
5843.49441,1.0315,0.0651
5843.53693,1.1916,0.0572
5843.58189,1.0636,0.0792
5844.48192,0.9817,0.1101
5844.52324,0.9298,0.0707
5844.56291,1.0396,0.0727
5845.48424,1.1103,0.0763
5845.52398,1.1699,0.0728
5845.56394,1.1553,0.0589
5846.52597,1.2199,0.063
5846.56493,0.718,0.1157
5847.55354,0.903,0.0993
5850.53713,1.0557,0.0558
5851.48566,1.3272,0.0579
5851.52603,1.1026,0.0615
5851.56367,1.0716,0.063
5852.51509,1.3336,0.0576
5852.5558,1.1405,0.0671
5854.52022,0.7695,0.0907
5855.49305,0.912,0.0986
5855.53826,0.956,0.0692
5856.49452,1.0794,0.0704
5856.54318,0.8381,0.1048
5857.52423,0.7695,0.1109
5858.52097,0.912,0.1076
5859.51723,1.0234,0.0655
5860.49262,0.9732,0.0938
5860.53035,0.9209,0.0712
5862.49374,1.1026,0.0691
5866.5,0.857,0.1125
5866.52461,0.8756,0.0923
